Tiempo	Replica	Distancia_Global	CYS1	Distancia_Global_Smooth	CYS1_Smooth
48.400	R3	2.235	2.235	2.366	2.532
48.440	R3	2.461	2.752	2.369	2.529
48.480	R3	2.505	2.545	2.386	2.551
48.520	R3	2.373	2.779	2.384	2.566
48.560	R3	2.478	2.921	2.401	2.600
48.600	R3	2.487	2.590	2.381	2.580
48.640	R3	2.300	2.643	2.384	2.586
48.680	R3	2.353	2.353	2.377	2.593
48.720	R3	2.244	2.789	2.376	2.589
48.760	R3	2.439	2.698	2.374	2.571
48.800	R3	2.435	2.696	2.387	2.598
48.840	R3	2.463	2.569	2.390	2.610
48.880	R3	2.347	2.674	2.386	2.612
48.920	R3	2.386	2.738	2.387	2.617
48.960	R3	2.221	2.221	2.382	2.592
49.000	R3	2.491	2.585	2.351	2.539
49.040	R3	2.275	2.567	2.328	2.510
49.080	R3	2.363	2.363	2.351	2.517
49.120	R3	2.314	2.390	2.375	2.540
49.160	R3	2.565	2.845	2.389	2.550
49.200	R3	2.302	2.486	2.409	2.557
49.240	R3	2.373	2.781	2.402	2.579
49.280	R3	2.531	2.651	2.402	2.574
49.320	R3	2.271	2.271	2.418	2.574
49.360	R3	1.867	1.867	2.420	2.566
49.400	R3	2.020	2.020	2.438	2.587
49.440	R3	2.768	2.768	2.416	2.560
49.480	R3	2.817	2.817	2.411	2.541
49.520	R3	2.532	3.000	2.408	2.537
49.560	R3	2.837	2.837	2.411	2.553
49.600	R3	2.306	3.142	2.399	2.534
49.640	R3	2.457	2.457	2.405	2.559
49.680	R3	2.672	2.672	2.403	2.537
49.720	R3	2.422	2.583	2.394	2.525
49.760	R3	2.584	2.637	2.390	2.522
49.800	R3	2.044	2.044	2.400	2.531
49.840	R3	2.183	2.183	2.415	2.557
49.880	R3	2.297	2.297	2.376	2.518
49.920	R3	2.369	2.701	2.354	2.509
49.960	R3	2.335	2.466	2.352	2.496
50.000	R3	2.416	2.981	2.333	2.487
50.040	R3	2.340	2.340	2.341	2.461
50.080	R3	2.345	2.427	2.311	2.432
50.120	R3	2.198	2.198	2.295	2.420
50.160	R3	2.050	2.050	2.295	2.426
50.200	R3	2.332	2.540	2.284	2.428
50.240	R3	1.991	1.991	2.298	2.441
50.280	R3	2.372	2.642	2.316	2.465
50.320	R3	2.485	2.722	2.321	2.486
50.360	R3	2.461	2.662	2.314	2.472
50.400	R3	2.460	2.634	2.307	2.491
50.440	R3	1.871	1.871	2.307	2.469
50.480	R3	2.354	2.427	2.312	2.474
50.520	R3	2.412	2.698	2.314	2.487
50.560	R3	2.372	2.679	2.327	2.519
50.600	R3	2.312	2.312	2.342	2.554
50.640	R3	2.539	2.655	2.341	2.558
50.680	R3	2.403	2.720	2.337	2.553
50.720	R3	2.233	2.424	2.335	2.540
50.760	R3	2.200	2.843	2.327	2.546
50.800	R3	2.399	2.544	2.324	2.543
50.840	R3	2.443	2.443	2.324	2.547
50.880	R3	2.389	2.682	2.353	2.580
50.920	R3	2.469	2.835	2.353	2.592
50.960	R3	2.334	2.759	2.330	2.554
51.000	R3	2.329	2.608	2.336	2.560
51.040	R3	1.909	1.909	2.327	2.551
51.080	R3	2.325	2.367	2.316	2.534
51.120	R3	2.326	2.850	2.305	2.507
51.160	R3	2.401	2.597	2.314	2.518
51.200	R3	2.456	2.726	2.306	2.477
51.240	R3	2.449	2.515	2.306	2.478
51.280	R3	2.359	2.671	2.306	2.483
51.320	R3	1.948	1.948	2.290	2.452
51.360	R3	2.499	2.795	2.271	2.415
51.400	R3	2.119	2.119	2.275	2.408
51.440	R3	2.323	2.323	2.279	2.404
51.480	R3	2.185	2.185	2.301	2.442
51.520	R3	2.422	2.643	2.306	2.455
51.560	R3	2.027	2.027	2.312	2.449
51.600	R3	2.417	2.555	2.311	2.442
51.640	R3	2.437	2.547	2.312	2.429
51.680	R3	2.062	2.062	2.308	2.441
51.720	R3	2.087	2.087	2.310	2.432
51.760	R3	2.424	2.627	2.331	2.470
51.800	R3	2.405	2.529	2.325	2.460
51.840	R3	2.342	2.662	2.336	2.488
51.880	R3	2.425	2.633	2.339	2.491
51.920	R3	2.449	2.726	2.351	2.513
51.960	R3	2.394	2.462	2.337	2.487
52.000	R3	2.471	2.471	2.354	2.507
52.040	R3	2.376	2.738	2.330	2.477
52.080	R3	2.386	2.506	2.313	2.455
52.120	R3	2.377	2.698	2.309	2.450
52.160	R3	2.367	2.596	2.299	2.440
52.200	R3	2.339	2.676	2.298	2.433
52.240	R3	2.396	2.396	2.299	2.447
52.280	R3	2.418	2.613	2.290	2.453
52.320	R3	2.138	2.138	2.287	2.443
52.360	R3	2.366	2.425	2.275	2.418
52.400	R3	1.941	1.941	2.256	2.395
52.440	R3	2.108	2.108	2.248	2.417
52.480	R3	1.966	1.966	2.252	2.419
52.520	R3	1.899	1.899	2.255	2.423
52.560	R3	2.397	2.488	2.242	2.394
52.600	R3	2.432	2.803	2.220	2.360
52.640	R3	2.154	2.784	2.220	2.360
52.680	R3	2.358	2.429	2.218	2.379
52.720	R3	2.220	2.220	2.209	2.382
52.760	R3	2.004	2.004	2.207	2.379
52.800	R3	2.327	2.919	2.207	2.376
52.840	R3	2.444	2.780	2.224	2.393
52.880	R3	2.442	2.572	2.234	2.419
52.920	R3	2.128	2.128	2.255	2.455
52.960	R3	1.915	1.915	2.264	2.464
53.000	R3	2.339	2.681	2.248	2.444
53.040	R3	2.361	2.767	2.231	2.408
53.080	R3	2.247	2.665	2.228	2.374
53.120	R3	2.094	2.094	2.233	2.389
53.160	R3	2.358	2.358	2.243	2.408
53.200	R3	2.284	2.284	2.256	2.421
53.240	R3	2.305	2.617	2.261	2.413
53.280	R3	2.387	2.690	2.244	2.379
53.320	R3	2.078	2.078	2.236	2.376
53.360	R3	2.087	2.087	2.249	2.390
53.400	R3	2.080	2.080	2.275	2.443
53.440	R3	2.105	2.105	2.271	2.422
53.480	R3	2.451	2.744	2.254	2.385
53.520	R3	2.432	2.598	2.246	2.356
53.560	R3	2.249	2.249	2.249	2.358
53.600	R3	2.426	2.763	2.225	2.335
53.640	R3	2.107	2.107	2.212	2.322
53.680	R3	2.293	2.505	2.216	2.320
53.720	R3	2.381	2.415	2.221	2.317
53.760	R3	2.444	2.981	2.235	2.334
53.800	R3	2.252	2.252	2.247	2.346
53.840	R3	2.028	2.028	2.260	2.359
53.880	R3	2.082	2.082	2.268	2.367
53.920	R3	2.147	2.147	2.258	2.360
53.960	R3	1.888	1.888	2.257	2.354
54.000	R3	2.015	2.015	2.268	2.368
54.040	R3	2.386	2.594	2.267	2.368
54.080	R3	2.479	2.625	2.263	2.364
54.120	R3	2.366	2.407	2.273	2.367
54.160	R3	2.333	2.333	2.259	2.352
54.200	R3	2.344	2.344	2.255	2.330
54.240	R3	2.257	2.257	2.246	2.321
54.280	R3	2.243	2.600	2.259	2.334
54.320	R3	2.413	2.495	2.270	2.356
54.360	R3	2.471	2.522	2.287	2.374
54.400	R3	2.410	2.754	2.313	2.415
54.440	R3	2.027	2.027	2.336	2.443
54.480	R3	2.488	2.583	2.321	2.418
54.520	R3	2.097	2.097	2.301	2.390
54.560	R3	2.377	2.558	2.302	2.403
54.600	R3	2.065	2.065	2.304	2.412
54.640	R3	2.292	2.292	2.301	2.408
54.680	R3	2.311	2.519	2.308	2.421
54.720	R3	2.475	2.506	2.317	2.431
54.760	R3	2.421	2.716	2.316	2.443
54.800	R3	2.460	2.558	2.316	2.444
54.840	R3	2.096	2.096	2.313	2.431
54.880	R3	2.077	2.077	2.327	2.469
54.920	R3	2.384	2.652	2.323	2.465
54.960	R3	2.382	2.514	2.340	2.483
55.000	R3	2.273	2.273	2.336	2.482
55.040	R3	2.395	2.519	2.342	2.488
55.080	R3	2.422	2.795	2.354	2.510
55.120	R3	2.404	2.744	2.348	2.494
55.160	R3	2.458	2.542	2.335	2.478
55.200	R3	2.357	2.484	2.315	2.444
55.240	R3	2.304	2.790	2.316	2.448
55.280	R3	2.412	2.497	2.331	2.478
55.320	R3	2.442	2.461	2.347	2.538
55.360	R3	2.300	2.543	2.332	2.509
55.400	R3	2.180	2.180	2.331	2.502
55.440	R3	2.529	2.728	2.311	2.482
55.480	R3	2.197	2.197	2.311	2.493
55.520	R3	2.201	2.201	2.313	2.476
55.560	R3	2.029	2.029	2.309	2.455
55.600	R3	2.477	2.637	2.303	2.462
55.640	R3	2.405	2.698	2.308	2.460
55.680	R3	2.387	3.270	2.310	2.449
55.720	R3	2.083	2.083	2.304	2.441
55.760	R3	2.357	2.362	2.304	2.454
55.800	R3	1.883	1.883	2.287	2.424
55.840	R3	2.402	2.737	2.290	2.428
55.880	R3	2.455	2.455	2.281	2.408
55.920	R3	2.328	2.328	2.275	2.403
55.960	R3	2.338	2.668	2.289	2.419
56.000	R3	2.447	2.447	2.307	2.443
56.040	R3	2.348	2.579	2.301	2.447
56.080	R3	2.287	2.341	2.299	2.442
56.120	R3	2.453	2.711	2.282	2.381
56.160	R3	1.948	1.948	2.299	2.409
56.200	R3	2.253	2.253	2.288	2.398
56.240	R3	2.337	2.337	2.317	2.427
56.280	R3	2.086	2.086	2.303	2.396
56.320	R3	2.477	2.524	2.290	2.384
56.360	R3	2.387	2.506	2.287	2.406
56.400	R3	2.367	2.715	2.288	2.435
56.440	R3	2.359	2.606	2.281	2.438
56.480	R3	2.049	2.049	2.273	2.419
56.520	R3	2.419	2.639	2.260	2.402
56.560	R3	2.145	2.145	2.260	2.395
56.600	R3	2.462	2.473	2.280	2.432
56.640	R3	2.117	2.117	2.272	2.424
56.680	R3	2.201	2.201	2.255	2.407
56.720	R3	2.266	2.783	2.266	2.431
56.760	R3	2.343	3.245	2.263	2.427
56.800	R3	2.313	2.498	2.263	2.445
56.840	R3	2.193	2.193	2.269	2.433
56.880	R3	2.019	2.019	2.269	2.436
56.920	R3	2.456	2.567	2.282	2.466
56.960	R3	2.351	2.690	2.279	2.468
57.000	R3	2.087	2.087	2.293	2.482
57.040	R3	2.001	2.001	2.284	2.483
57.080	R3	2.316	2.559	2.296	2.520
57.120	R3	2.400	2.452	2.306	2.537
57.160	R3	2.394	2.862	2.294	2.499
57.200	R3	2.478	2.478	2.294	2.467
57.240	R3	2.372	2.671	2.296	2.466
57.280	R3	2.303	2.650	2.298	2.485
57.320	R3	2.357	2.677	2.316	2.514
57.360	R3	2.421	2.421	2.318	2.522
57.400	R3	2.294	2.492	2.319	2.519
57.440	R3	2.357	2.844	2.338	2.548
57.480	R3	2.396	2.546	2.358	2.570
57.520	R3	2.021	2.021	2.346	2.545
57.560	R3	2.352	2.619	2.325	2.522
57.600	R3	2.346	2.474	2.303	2.477
57.640	R3	2.243	2.559	2.301	2.491
57.680	R3	2.372	2.603	2.304	2.485
57.720	R3	2.503	2.738	2.299	2.463
57.760	R3	2.373	2.615	2.302	2.468
57.800	R3	2.452	2.670	2.302	2.481
57.840	R3	2.417	2.449	2.308	2.488
57.880	R3	2.060	2.060	2.298	2.454
57.920	R3	1.994	1.994	2.274	2.423
57.960	R3	1.951	1.951	2.293	2.452
58.000	R3	2.434	2.756	2.293	2.451
58.040	R3	2.428	2.568	2.304	2.460
58.080	R3	2.207	2.207	2.311	2.451
58.120	R3	2.411	2.764	2.311	2.465
58.160	R3	2.423	2.686	2.276	2.419
58.200	R3	2.413	2.632	2.276	2.412
58.240	R3	2.168	2.168	2.267	2.418
58.280	R3	1.922	1.922	2.266	2.427
58.320	R3	2.385	2.614	2.274	2.435
58.360	R3	2.355	2.593	2.297	2.479
58.400	R3	2.579	2.657	2.304	2.486
58.440	R3	2.365	2.369	2.301	2.483
58.480	R3	2.374	2.891	2.297	2.481
58.520	R3	1.808	1.808	2.309	2.496
58.560	R3	2.372	2.474	2.314	2.493
58.600	R3	2.274	2.797	2.309	2.494
58.640	R3	2.400	2.636	2.313	2.502
58.680	R3	2.221	2.221	2.331	2.527
58.720	R3	2.452	2.861	2.344	2.540
58.760	R3	2.089	2.089	2.329	2.513
58.800	R3	2.384	2.706	2.331	2.504
58.840	R3	2.344	2.534	2.324	2.494
58.880	R3	2.436	2.489	2.318	2.506
58.920	R3	2.516	2.716	2.315	2.477
58.960	R3	2.324	2.703	2.340	2.510
59.000	R3	2.503	2.798	2.325	2.489
59.040	R3	2.511	2.654	2.334	2.474
59.080	R3	2.187	2.187	2.324	2.453
59.120	R3	2.078	2.078	2.334	2.471
59.160	R3	2.401	2.417	2.330	2.453
59.200	R3	2.443	2.443	2.343	2.485
59.240	R3	2.234	2.611	2.347	2.483
59.280	R3	2.324	2.324	2.350	2.493
59.320	R3	2.315	2.456	2.351	2.502
59.360	R3	2.069	2.069	2.335	2.476
59.400	R3	2.441	2.493	2.321	2.443
59.440	R3	2.202	2.202	2.294	2.401
59.480	R3	2.428	2.598	2.292	2.399
59.520	R3	2.369	2.484	2.298	2.422
59.560	R3	2.351	2.739	2.305	2.428
59.600	R3	2.458	2.674	2.309	2.444
59.640	R3	2.418	2.719	2.301	2.437
59.680	R3	2.447	2.677	2.300	2.417
59.720	R3	2.195	2.195	2.305	2.426
59.760	R3	2.042	2.042	2.309	2.423
59.800	R3	1.961	1.961	2.322	2.436
59.840	R3	2.475	2.604	2.303	2.415
59.880	R3	2.311	2.650	2.311	2.434
59.920	R3	2.206	2.206	2.301	2.416
59.960	R3	2.487	2.742	2.306	2.415
60.000	R3	2.293	2.293	2.313	2.414
60.040	R3	2.215	2.215	2.291	2.381
60.080	R3	2.426	2.511	2.296	2.374
60.120	R3	2.390	2.390	2.295	2.373
60.160	R3	2.317	2.317	2.293	2.371
60.200	R3	2.073	2.073	2.315	2.400
60.240	R3	2.349	2.586	2.335	2.433
60.280	R3	2.242	2.242	2.333	2.434
60.320	R3	2.474	2.474	2.322	2.406
60.360	R3	2.473	2.701	2.326	2.437
60.400	R3	2.026	2.026	2.310	2.408
60.440	R3	2.527	2.571	2.323	2.424
60.480	R3	2.421	2.663	2.339	2.455
60.520	R3	2.148	2.148	2.337	2.457
60.560	R3	2.491	2.635	2.340	2.470
60.600	R3	2.355	2.618	2.325	2.455
60.640	R3	2.442	2.611	2.341	2.474
60.680	R3	2.091	2.091	2.350	2.471
60.720	R3	2.289	2.840	2.357	2.493
60.760	R3	2.157	2.157	2.351	2.503
60.800	R3	2.559	2.608	2.349	2.490
60.840	R3	2.532	2.838	2.369	2.529
60.880	R3	2.391	2.545	2.350	2.507
60.920	R3	2.447	2.654	2.344	2.509
60.960	R3	2.011	2.011	2.354	2.534
61.000	R3	2.395	2.465	2.355	2.528
61.040	R3	2.523	2.523	2.357	2.527
61.080	R3	2.388	2.687	2.357	2.541
61.120	R3	2.355	2.674	2.373	2.562
61.160	R3	2.427	2.427	2.378	2.550
61.200	R3	2.434	2.803	2.369	2.542
61.240	R3	2.140	2.140	2.346	2.516
61.280	R3	2.308	2.695	2.334	2.499
61.320	R3	2.350	2.665	2.308	2.465
61.360	R3	2.508	2.508	2.306	2.459
61.400	R3	2.383	2.606	2.320	2.473
61.440	R3	2.457	2.873	2.309	2.458
61.480	R3	2.407	2.518	2.279	2.428
61.520	R3	2.384	2.610	2.283	2.423
61.560	R3	1.990	1.990	2.280	2.412
61.600	R3	2.088	2.088	2.280	2.417
61.640	R3	2.296	2.496	2.274	2.392
61.680	R3	1.860	1.860	2.292	2.410
61.720	R3	2.425	2.540	2.289	2.389
61.760	R3	2.291	2.291	2.294	2.382
61.800	R3	2.165	2.165	2.266	2.354
61.840	R3	1.926	1.926	2.257	2.333
61.880	R3	2.462	2.583	2.254	2.321
61.920	R3	2.295	2.454	2.254	2.343
61.960	R3	2.437	2.529	2.255	2.352
62.000	R3	2.299	2.299	2.277	2.378
62.040	R3	2.505	2.511	2.269	2.370
62.080	R3	2.259	2.259	2.271	2.384
62.120	R3	2.449	2.532	2.299	2.418
62.160	R3	1.940	1.940	2.283	2.396
62.200	R3	2.205	2.205	2.283	2.416
62.240	R3	2.397	2.627	2.292	2.429
62.280	R3	2.411	2.956	2.322	2.463
62.320	R3	2.399	2.791	2.319	2.473
62.360	R3	2.437	2.506	2.326	2.483
62.400	R3	1.926	1.926	2.303	2.455
62.440	R3	2.334	2.784	2.307	2.469
62.480	R3	2.423	2.544	2.301	2.473
62.520	R3	2.098	2.098	2.307	2.486
62.560	R3	2.295	2.675	2.304	2.485
62.600	R3	2.352	2.433	2.318	2.498
62.640	R3	2.518	2.614	2.309	2.490
62.680	R3	2.405	2.779	2.309	2.494
62.720	R3	2.432	2.651	2.308	2.479
62.760	R3	1.972	1.972	2.308	2.477
62.800	R3	2.382	2.574	2.300	2.465
62.840	R3	2.380	2.588	2.327	2.511
62.880	R3	2.393	2.531	2.334	2.499
62.920	R3	2.387	2.506	2.330	2.504
62.960	R3	2.206	2.206	2.325	2.499
63.000	R3	2.040	2.040	2.316	2.472
63.040	R3	2.384	2.698	2.319	2.481
63.080	R3	2.391	2.658	2.301	2.457
63.120	R3	2.397	2.749	2.303	2.445
63.160	R3	2.277	2.277	2.281	2.412
63.200	R3	2.479	2.834	2.299	2.443
63.240	R3	2.476	2.560	2.302	2.448
63.280	R3	2.329	2.634	2.296	2.444
63.320	R3	2.004	2.004	2.287	2.429
63.360	R3	2.122	2.122	2.285	2.436
63.400	R3	2.412	2.615	2.299	2.458
63.440	R3	2.144	2.144	2.316	2.495
63.480	R3	2.451	2.535	2.317	2.480
63.520	R3	1.997	1.997	2.289	2.439
63.560	R3	2.332	2.583	2.294	2.426
63.600	R3	2.433	2.675	2.299	2.445
63.640	R3	2.255	2.519	2.299	2.440
63.680	R3	2.231	2.231	2.275	2.413
63.720	R3	2.332	2.641	2.277	2.422
63.760	R3	2.485	2.652	2.290	2.465
63.800	R3	2.390	2.765	2.306	2.484
63.840	R3	2.411	2.411	2.307	2.477
63.880	R3	1.827	1.827	2.301	2.471
63.920	R3	2.502	2.502	2.274	2.440
63.960	R3	2.372	2.649	2.292	2.458
64.000	R3	2.465	2.739	2.299	2.459
64.040	R3	2.007	2.007	2.295	2.450
64.080	R3	2.359	2.817	2.292	2.433
64.120	R3	2.268	2.871	2.300	2.456
64.160	R3	2.441	2.510	2.292	2.432
64.200	R3	2.437	2.467	2.292	2.423
64.240	R3	2.031	2.031	2.294	2.420
64.280	R3	1.906	1.906	2.294	2.429
64.320	R3	2.352	2.352	2.306	2.442
64.360	R3	2.469	2.616	2.286	2.422
64.400	R3	2.363	2.486	2.296	2.422
64.440	R3	2.182	2.182	2.296	2.429
64.480	R3	2.408	2.686	2.312	2.465
64.520	R3	2.167	2.167	2.319	2.457
64.560	R3	2.475	2.475	2.311	2.419
64.600	R3	2.441	2.701	2.318	2.431
64.640	R3	2.411	2.598	2.296	2.408
64.680	R3	2.071	2.071	2.316	2.440
64.720	R3	2.099	2.099	2.341	2.474
64.760	R3	2.576	2.667	2.334	2.468
64.800	R3	2.462	2.875	2.312	2.439
64.840	R3	2.318	2.713	2.303	2.424
64.880	R3	2.493	2.666	2.320	2.454
64.920	R3	2.110	2.110	2.319	2.453
64.960	R3	2.594	2.753	2.328	2.461
65.000	R3	1.999	1.999	2.310	2.443
65.040	R3	2.426	2.673	2.303	2.423
65.080	R3	2.395	2.599	2.304	2.415
65.120	R3	2.217	2.217	2.315	2.440
65.160	R3	2.037	2.037	2.334	2.464
65.200	R3	2.188	2.188	2.308	2.434
65.240	R3	2.512	2.786	2.306	2.411
65.280	R3	2.394	2.656	2.302	2.388
65.320	R3	2.334	2.334	2.296	2.374
65.360	R3	2.120	2.120	2.306	2.405
65.400	R3	2.297	2.297	2.295	2.410
65.440	R3	2.438	2.438	2.302	2.417
65.480	R3	2.299	2.581	2.296	2.421
65.520	R3	2.467	2.569	2.299	2.423
65.560	R3	2.059	2.059	2.307	2.440
65.600	R3	2.433	2.433	2.321	2.455
65.640	R3	2.235	2.240	2.337	2.474
65.680	R3	2.368	2.396	2.326	2.460
65.720	R3	2.310	2.731	2.329	2.452
65.760	R3	2.373	2.848	2.329	2.477
65.800	R3	2.135	2.135	2.337	2.520
65.840	R3	2.317	2.763	2.317	2.499
65.880	R3	2.455	2.634	2.311	2.502
65.920	R3	2.362	2.555	2.310	2.501
65.960	R3	2.331	2.331	2.307	2.494
66.000	R3	2.497	2.564	2.305	2.492
66.040	R3	2.290	2.514	2.305	2.509
66.080	R3	2.455	2.491	2.307	2.532
66.120	R3	2.336	2.830	2.312	2.544
66.160	R3	2.286	2.986	2.301	2.513
66.200	R3	1.890	1.890	2.303	2.507
66.240	R3	2.318	2.499	2.314	2.540
66.280	R3	2.289	2.545	2.302	2.506
66.320	R3	2.403	2.441	2.302	2.517
66.360	R3	2.017	2.017	2.289	2.495
66.400	R3	2.427	2.767	2.301	2.512
66.440	R3	2.286	2.710	2.289	2.496
66.480	R3	2.457	2.635	2.293	2.498
66.520	R3	2.102	2.102	2.294	2.503
66.560	R3	2.412	2.737	2.299	2.492
66.600	R3	2.351	2.797	2.308	2.481
66.640	R3	2.079	2.079	2.333	2.509
66.680	R3	2.445	2.847	2.328	2.495
66.720	R3	2.110	2.110	2.330	2.493
66.760	R3	2.567	2.670	2.335	2.496
66.800	R3	2.253	2.253	2.354	2.523
66.840	R3	2.380	2.561	2.352	2.520
66.880	R3	2.480	2.594	2.347	2.493
66.920	R3	2.430	2.593	2.326	2.464
66.960	R3	2.468	2.781	2.322	2.459
67.000	R3	2.378	2.434	2.325	2.449
67.040	R3	2.234	2.234	2.322	2.424
67.080	R3	2.327	2.494	2.336	2.450
67.120	R3	2.505	2.505	2.335	2.440
67.160	R3	2.393	2.565	2.351	2.458
67.200	R3	2.383	2.696	2.340	2.463
67.240	R3	2.177	2.177	2.337	2.460
67.280	R3	2.046	2.046	2.343	2.475
67.320	R3	2.015	2.015	2.340	2.471
67.360	R3	2.473	2.533	2.333	2.483
67.400	R3	2.301	2.301	2.319	2.454
67.440	R3	2.353	2.601	2.325	2.460
67.480	R3	2.424	2.641	2.332	2.479
67.520	R3	2.438	2.470	2.335	2.480
67.560	R3	2.351	2.774	2.325	2.481
67.600	R3	2.178	2.178	2.322	2.469
67.640	R3	2.514	2.866	2.324	2.466
67.680	R3	2.403	2.518	2.314	2.455
67.720	R3	2.292	2.841	2.329	2.486
67.760	R3	2.195	2.195	2.327	2.484
67.800	R3	2.490	2.557	2.326	2.491
67.840	R3	2.376	2.609	2.327	2.493
67.880	R3	2.386	2.511	2.330	2.488
67.920	R3	2.318	2.522	2.330	2.490
67.960	R3	2.330	2.330	2.328	2.508
68.000	R3	2.430	2.636	2.315	2.473
68.040	R3	1.960	1.960	2.309	2.468
68.080	R3	2.349	2.655	2.285	2.435
68.120	R3	1.975	1.975	2.286	2.441
68.160	R3	2.463	2.687	2.274	2.402
68.200	R3	2.325	2.325	2.284	2.412
68.240	R3	2.410	2.517	2.275	2.416
68.280	R3	2.424	2.674	2.273	2.415
68.320	R3	2.385	2.826	2.269	2.405
68.360	R3	2.088	2.088	2.268	2.394
68.400	R3	2.062	2.062	2.275	2.410
68.440	R3	2.040	2.222	2.264	2.388
68.480	R3	2.424	2.633	2.285	2.413
68.520	R3	2.059	2.059	2.292	2.405
68.560	R3	2.389	2.389	2.291	2.404
68.600	R3	2.304	2.642	2.289	2.398
68.640	R3	2.347	2.596	2.289	2.408
68.680	R3	2.295	2.295	2.286	2.407
68.720	R3	2.308	2.308	2.288	2.401
68.760	R3	2.467	2.646	2.292	2.384
68.800	R3	2.200	2.200	2.305	2.397
68.840	R3	2.390	2.473	2.311	2.403
68.880	R3	2.492	2.492	2.329	2.424
68.920	R3	1.957	1.957	2.328	2.420
68.960	R3	2.420	2.552	2.338	2.431
69.000	R3	2.328	2.529	2.327	2.420
69.040	R3	2.347	2.505	2.329	2.416
69.080	R3	2.465	2.540	2.332	2.420
69.120	R3	2.454	2.492	2.321	2.409
69.160	R3	2.357	2.357	2.314	2.402
69.200	R3	2.170	2.170	2.301	2.380
69.240	R3	2.402	2.655	2.301	2.414
69.280	R3	2.413	2.553	2.303	2.410
69.320	R3	2.266	2.266	2.297	2.427
69.360	R3	2.169	2.169	2.321	2.461
69.400	R3	2.334	2.558	2.321	2.455
69.440	R3	2.400	2.683	2.309	2.433
69.480	R3	2.077	2.077	2.308	2.432
69.520	R3	2.166	2.166	2.307	2.427
69.560	R3	2.216	2.216	2.306	2.444
69.600	R3	2.210	2.863	2.288	2.426
69.640	R3	2.410	2.410	2.294	2.440
69.680	R3	2.379	2.819	2.288	2.428
69.720	R3	2.432	2.648	2.281	2.421
69.760	R3	2.426	2.426	2.282	2.430
69.800	R3	2.095	2.095	2.289	2.448
69.840	R3	2.327	2.475	2.286	2.440
69.880	R3	2.449	2.449	2.277	2.421
69.920	R3	2.420	2.833	2.294	2.450
69.960	R3	1.998	1.998	2.305	2.476
